tmdb_id,title,original_title,overview,first_air_date,last_air_date,status,seasons,episodes,average_runtime,genres,country,language,network,production,rating,vote_count,popularity,main_cast,keywords,poster_path,backdrop_path
99966,All of Us Are Dead,지금 우리 학교는,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out — or turn into one of the rabid infected.,2022-01-28,2022-01-28,Returning Series,2,13.0,65.0,"Action & Adventure, Drama, Sci-Fi & Fantasy",KR,ko,Netflix,"Film Monster, SLL, Kim Jong-hak Production",8.288,4057,27.6159,"Park Ji-hu, Yoon Chan-young, Cho Yi-hyun","high school, bullying, based on comic, survival, coming of age, apocalypse, zombie, virus, based on webcomic or webtoon, horror, sinister, frightened, horrified",https://image.tmdb.org/t/p/original/pTEFqAjLd5YTsMD6NSUxV6Dq7A6.jpg,https://image.tmdb.org/t/p/original/q74hFjNMjlA4Fj8mYA42X9lOvLV.jpg
254389,Heavenly Ever After,천국보다 아름다운,"After life's ups and downs, a loving couple separated by death reunites in heaven — only to discover he's in his thirties while she's in her eighties.",2025-04-19,2025-05-25,Ended,1,12.0,,"Sci-Fi & Fantasy, Drama",KR,ko,JTBC,"SLL, Studio Phoenix",8.333,27,30.9971,"Kim Hye-ja, Son Suk-ku, Han Ji-min","heaven, reincarnation, hell, life after death",https://image.tmdb.org/t/p/original/pQ3fDmgQ9GbmntzPY6vOOttSi6J.jpg,https://image.tmdb.org/t/p/original/1SC2gbJA5zZ2x3YGMtlqbr3bIzk.jpg
21327,Bizarre Bunch,별난여자 별난남자,"The story follows an extended family's love dilemmas, family arguments and family secrets.",2005-09-26,2006-05-19,Ended,1,170.0,35.0,Drama,KR,ko,,,0.0,0,26.5799,"Kim A-joong, Jung Jun, Go Joo-won",,https://image.tmdb.org/t/p/original/tsNqVUQtTaj7Bck1k8cLrbC9fCz.jpg,
155193,I Need a Fairy,선녀가 필요해,"Fairy mother Wang-Mo and her daughter Chae-Hwa go down to the ground to have a bath at a hot spring, before Chae-Hwa is to get married. They see a bunch of extras for some kind of filming session and they are wearing fairy outfits. After taking their bath, they put on their fairy outfit. The try to go back up, but find themselves stil grounded. Se-Joo is the president of 2H Entertainment. He lives with his 2 children and his twin. His son Kook-Min, wants to become an actor, even though his acting skills are poor. His daughter Na-Ra is a model student. Se-Joo becomes upset after discovering his son is taking part in the filming. Along the way, Se-Joo happens to steal a glance at fairy mother Wang-Mo and her daughter Chae-Hwa taking a bath. He finds Chae-Hwa attractive, but leaves. Fairy mother Wang-Mo and her daughter Chae-Hwa go to the film shooting site to find their fairy outfits. They are handed the business for 2H Entertainment and told to go there to find their fairy costumes.",2012-02-27,2012-07-13,Returning Series,1,100.0,35.0,"Drama, Comedy, Sci-Fi & Fantasy",KR,ko,KBS2,,5.0,1,25.8244,"Cha In-pyo, Hwang Woo-seul-hye, Shim Hye-jin","angel, mother daughter relationship",https://image.tmdb.org/t/p/original/x7Urf4WxHOdXuhYrjN0mG2vUGRl.jpg,
113268,The Uncanny Counter,경이로운 소문,"A group of supernatural demon hunters known as ""Counters,"" each with unique abilities, disguise themselves as employees of a noodle restaurant, while tracking down evil spirits that terrorize the mortal world.",2020-11-28,2023-09-03,Ended,2,28.0,64.0,"Drama, Mystery, Action & Adventure",KR,ko,"OCN, tvN","Studio Dragon, Neo Entertainment, BETTY & Creators",8.324,367,29.2142,"Cho Byeong-kyu, Yu Jun-sang, Ahn Suk-hwan","childhood trauma, supernatural, based on comic, evil spirit, grim reaper, orphan, spirit, demon hunter, based on webcomic or webtoon, special power, school bullying",https://image.tmdb.org/t/p/original/bsbuXbQqryQ8aJlwXFkFXbrYko1.jpg,https://image.tmdb.org/t/p/original/ihiHcoRfj4ga9xiIrD4KIQA5sO2.jpg
232989,열정,열정,,2004-04-26,2004-09-29,Ended,1,135.0,,Drama,KR,ko,MBC,,0.0,0,24.7544,"Jo Mi-ryung, Jin Hee-kyung, Choi Cheol-ho",,https://image.tmdb.org/t/p/original/8XViYZLLQhNmilhy4frxJzcnGoh.jpg,
212957,Shark: The Storm,샤크: 더 스톰,"An action noir about the life of Cha Woo-sol, who was born again after meeting martial arts champion Jeong Do-hyeon in a juvenile prison.",2025-05-15,2025-05-15,Returning Series,1,6.0,,Drama,KR,ko,TVING,"SLL, Toyou's Dream, Studio Toyou",7.4,5,23.802,"Kim Min-seok, Lee Hyun-wook, Bae Myeong-jin",based on webcomic or webtoon,https://image.tmdb.org/t/p/original/iG7BrHe92jVFNAHMsFxsvBA9NL8.jpg,https://image.tmdb.org/t/p/original/95WN7H6jyzpvZ6UOojrfocKNMuK.jpg
106241,어여쁜 당신,어여쁜 당신,,2005-02-14,2005-07-22,Ended,1,159.0,,Drama,KR,ko,,,0.0,0,29.1091,"Lee Bo-young, Nam Sang-mi, Lee Bo-hee",,https://image.tmdb.org/t/p/original/5W5glwqgFh5SFeqazRyk5yqebEN.jpg,
212204,Twinkling Watermelon,반짝이는 워터멜론,"A CODA (child of deaf adult) student born with a gift for music crash lands at an unfamiliar place after time traveling through a suspicious music shop. There, he forms the band Watermelon Sugar with other mysterious youths.",2023-09-25,2023-11-14,Ended,1,16.0,64.0,"Sci-Fi & Fantasy, Drama",KR,ko,tvN,"Pan Entertainment, Studio Dragon, CJ ENM",8.902,87,27.143,"Ryeoun, Choi Hyun-wook, Seol In-a","time travel, model student, bromance, gifted children, loving, music, band member, lighthearted, time slip, child of deaf adult, cheerful",https://image.tmdb.org/t/p/original/m56EaJ4zLG84F8jpNT7ZmaL0IAS.jpg,https://image.tmdb.org/t/p/original/efaMS00Fevc3fw2dbeP7rh22O6D.jpg
198004,King the Land,킹더랜드,"Amid a tense inheritance fight, a charming heir clashes with his hardworking employee who's known for her irresistible smile — which he cannot stand.",2023-06-17,2023-08-06,Ended,1,16.0,71.0,"Drama, Comedy",KR,ko,JTBC,"npio Entertainment, SLL",8.185,513,26.7625,"Lee Jun-ho, Yoona, Go Won-hee","hotel, workplace, romcom, romance, opposites attract, intern, rich man poor woman, pretending to be poor, smile, enemies to lovers, chaebol, swoonworthy, hilarious",https://image.tmdb.org/t/p/original/tW8BMRCYSe6nySvZ749pzc31x2m.jpg,https://image.tmdb.org/t/p/original/rHiz6GHA2bUPEtTDZvhbTmzlNm6.jpg
15135,"Lee San, Wind in the Palace",이산,"Yi San, also known as Wind of the Palace, is a 2007 South Korean historical drama, starring Lee Seo-jin, Han Ji-min, Park Eun-hye, and Lee Jong-soo. It aired on Munhwa Broadcasting Corporation from September 17, 2007 to June 16, 2008 on Mondays and Tuesdays at 21:55. The series was produced by Lee Byeong-Hoon, who also produced award-winning television series Dae Jang Geum.

It won ""Top Excellence Acting Award"" for Lee Seo Jin and ""Best Actress"" for Han Ji-min at MBC's Acting Awards.",2007-09-17,2008-06-16,Ended,1,77.0,55.0,Drama,KR,ko,MBC,Kim Jong-hak Production,7.4,16,26.179,"Lee Seo-jin, Han Ji-min, Lee Soon-jae",joseon dynasty (1392–1910),https://image.tmdb.org/t/p/original/5Gv9g6YAMYMH84tQLTK5KG66xBU.jpg,https://image.tmdb.org/t/p/original/TkPl6OFKHHieaWauQ1mleysIF9.jpg
233219,ONE: High School Heroes,ONE : 하이스쿨 히어로즈,"A former model student, pushed by domestic abuse and bullying, joins a group that stands up to school violence and defends its victims.",2025-05-30,2025-05-30,Returning Series,1,8.0,,"Action & Adventure, Drama",KR,ko,wavve,,7.0,2,24.0138,"Lee Jung-ha, Kim Do-wan, Kim Sang-ho",based on webcomic or webtoon,https://image.tmdb.org/t/p/original/uWK4QcYrLGITRNDvhLelm66j4Er.jpg,https://image.tmdb.org/t/p/original/6Ohfk6UG6BstEQbwqJ0JHSjHl3O.jpg
198240,오늘만 같아라,오늘만 같아라,,2011-11-21,2012-05-16,Ended,1,128.0,,Drama,KR,ko,TV Chosun,,0.0,0,24.8675,"Kim Kap-soo, Kim Mi-sook, Lee Jae-yoon",,https://image.tmdb.org/t/p/original/kqXYSWwhNbOYeX9dNvF3iBgu8ua.jpg,
62915,Hometown Over the Hill,산너머 남촌에는,"By depicting the dreams of people living in farming villages, this drama also reveals problems that today’s residents of rural areas face, such as a growing number of biracial children from international marriages and the cutthroat competition to survive.",2007-10-24,2014-12-28,Ended,2,336.0,60.0,"Drama, Family, Sci-Fi & Fantasy",,ko,KBS1,,0.0,0,27.5908,"Woo Hee-jin, Kim Chang-sook, Seo Tae-hwa",,https://image.tmdb.org/t/p/original/wKwEQ2sfHCGLGKTVneau5wGfEmX.jpg,
135157,Alchemy of Souls,환혼,"A powerful sorceress in a blind woman's body encounters a man from a prestigious family, who wants her help to change his destiny.",2022-06-18,2023-01-08,Ended,2,30.0,75.0,"Drama, Sci-Fi & Fantasy, Action & Adventure, Mystery",KR,ko,tvN,"Studio Dragon, T.S Narincinema",8.528,687,21.0244,"Lee Jae-wook, Go Youn-jung, Minhyun","martial arts, assassin, hero, prince, secret organization, body exchange, supernatural, love, female assassin, historical fiction, martial arts master, body-swap, alchemy, wizard, hidden identity, soul transference, complex, cheerful girl",https://image.tmdb.org/t/p/original/q2IiPRSXPOZ6qVRj36WRAYEQyHs.jpg,https://image.tmdb.org/t/p/original/iKIyTYNYsQB05EspmjrX468UTmL.jpg
241454,Love Next Door,엄마친구아들,A woman attempting to reboot her life returns to Korea and becomes entangled with her childhood friend — with whom she shares a complicated history.,2024-08-17,2024-10-06,Ended,1,16.0,80.0,"Drama, Comedy",KR,ko,tvN,"Show Runners, Studio Dragon, CJ ENM, The MODORI",8.14,172,20.567,"Jung Hae-in, Jung So-min, Kim Ji-eun","romcom, romance, miniseries, childhood friends, mother daughter relationship, friends to lovers, charming, meet again, sismance, romantic, feel-good",https://image.tmdb.org/t/p/original/hikbLeofw2epfaEJptSkQ6b22IV.jpg,https://image.tmdb.org/t/p/original/blNanzce8lKnrfjDqWLdPNPy7mo.jpg
218539,My Demon,마이데몬,"A pitiless demon becomes powerless after getting entangled with an icy heiress, who may hold the key to his lost abilities — and his heart.",2023-11-24,2024-01-20,Ended,1,16.0,,"Drama, Comedy, Sci-Fi & Fantasy",KR,ko,SBS,"Studio S, Binge Works",8.5,542,20.4528,"Kim You-jung, Song Kang, Lee Sang-yi","romcom, romance, demon, heiress, cohabitation, supernatural power, fantasy, chaebol, amused, comforting, gentle, hopeful",https://image.tmdb.org/t/p/original/xBnscv5BrJREKVSvh0le61y4KDk.jpg,https://image.tmdb.org/t/p/original/eSB0fD6CbNW3LT8Z55V07fmYFpo.jpg
261980,Our Unwritten Seoul,미지의 서울,"Twin sisters, whose similarities end with their looks, swap identities amid personal struggles — embarking on a journey to rediscover love and life.",2025-05-24,2025-06-01,Returning Series,1,12.0,79.0,"Comedy, Drama",KR,ko,tvN,"Monster Union, HIGROUND, Studio Dragon",9.0,3,23.5137,"Park Bo-young, Jinyoung, Ryu Kyung-soo","romcom, identity swap, identical twins",https://image.tmdb.org/t/p/original/aJa9ucKWPRxR0p4tOoD4cOfdu5e.jpg,https://image.tmdb.org/t/p/original/oGhjj5VMz4a4socjv0ODP3cfLke.jpg
68398,Dr. Romantic,낭만닥터 김사부,"An eccentric, triple board-certified virtuoso surgeon leaves a top job in Seoul and ends up at a provincial hospital, where he mentors young doctors.",2016-11-07,2023-06-17,Ended,3,52.0,60.0,Drama,KR,ko,"SBS, Netflix","Samhwa Networks, Studio S",8.3,107,19.0731,"Han Suk-kyu, Ahn Hyo-seop, Lee Sung-kyoung","nurse, trauma, surgeon, rural area, hospital, doctor, surgery, emergency surgery, emergency room, medical drama, emergency medicine, slow burn romance, trauma center, triple board surgeon, general surgery, cardiothoracic surgery, orthopedic surgery, neurological surgery",https://image.tmdb.org/t/p/original/9fbRJgZ2zDTnSUId1bOwsllHNr7.jpg,https://image.tmdb.org/t/p/original/zxqJmdBBWjLomeyJHt6P4BxJ4KR.jpg
198244,아내와 여자,아내와 여자,,2008-10-20,2009-04-18,Returning Series,1,156.0,,Drama,KR,ko,OCN movies,,0.0,0,25.5654,"Cho Seong-ha, Lee Joo-suk, Lee Eung-kyung",,https://image.tmdb.org/t/p/original/7XRk4LsxWuwGUythJV7ue7EtdzE.jpg,
231280,Good Boy,굿보이,"Olympic medalists join the police force through a special recruitment program, trading medals for badges as they tackle violent crimes and injustices with their athletic skills.",2025-05-31,2025-06-01,Returning Series,1,16.0,,"Crime, Comedy, Action & Adventure, Drama",KR,ko,JTBC,"SLL, Studio & New, DramaHouse",10.0,3,20.9949,"Park Bo-gum, Kim So-hyun, Oh Jung-se",police,https://image.tmdb.org/t/p/original/zsZyvEU2cbNknrlESV9bh3YMhJH.jpg,https://image.tmdb.org/t/p/original/kTQ7sRDZwIDgygWKIrhN4T1BLQD.jpg
139036,무작정 패밀리,무작정 패밀리,,2012-06-17,2014-02-25,Returning Series,3,78.0,50.0,"Drama, Family",KR,ko,MBC every1,,0.0,0,21.3751,"Jo Hye-ryun, Yura, Park Hwi-soon",sitcom,https://image.tmdb.org/t/p/original/dar8Kr6Omfizzss6tsVZ03cl3Ur.jpg,
35351,Smile Again,웃어라 동해야,"Raised in America by his mentally handicapped mother Anna, Dong Hae dreams of traveling to Korea to propose to the woman he loves.. After qualifying for a speed skating competition, he smuggles his mother to Korea with him, but his undying devotion to her soon begins causing him problems. Finally reconnecting with his lost love Saewa, Dong Hae finds his affections divided when things don’t work out as he planned in this award-winning daily drama.",2010-10-04,2011-05-13,Ended,1,159.0,35.0,"Drama, Comedy",KR,ko,KBS1,,5.5,2,17.0296,"Ji Chang-wook, Do Ji-won, Park Jung-ah","hotel, mentally disabled, ex-girlfriend, romance, chef",https://image.tmdb.org/t/p/original/82NWvQzwtNJJVeNXglKRephUExM.jpg,https://image.tmdb.org/t/p/original/mMkJF2yx4cva4ciCvUuJKrIF9w2.jpg
221851,Marry My Husband,내 남편과 결혼해줘,"Kang Ji-won, a terminally ill cancer patient, is killed by her husband and best friend after she witnesses them having an affair. She wakes up 10 years before the incident and decides to seek revenge with the help of Yu Ji-hyuk, a director at the company where she works. Now, she must reclaim her fate and eliminate the trash from her life.",2024-01-01,2024-02-20,Ended,1,16.0,63.0,"Drama, Sci-Fi & Fantasy, Comedy",KR,ko,tvN,"DK E&M, Studio Dragon, CJ ENM",8.413,560,16.8973,"Park Min-young, Na In-woo, Lee Yi-kyung","based on novel or book, infidelity, time travel, revenge, romance, second chance, terminal disease, based on webcomic or webtoon, chaebol, betrayed by a friend, evil friend, evil significant other",https://image.tmdb.org/t/p/original/y2hvE76S6Me0uhYEQ1P8lGf7Wm0.jpg,https://image.tmdb.org/t/p/original/7BoRhg8zXP0ca9Zql4p8llCFR2P.jpg
117376,Vincenzo,빈센조,"At the age of eight, Park Joo Hyeong left for Italy after being adopted. Now an adult, he is known as Vincenzo Cassano and employed by a Mafia family as a consigliere. Due to warring Mafia factions, he flies to South Korea where he gets involved with lawyer Hong Cha Young. She is the type of attorney who will do anything to win a case. Now back in his motherland, he gives an unrivalled conglomerate a taste of his own medicine—with a side of his own version of justice.",2021-02-20,2021-05-02,Ended,1,20.0,81.0,"Action & Adventure, Comedy, Drama",KR,ko,tvN,"Studio Dragon, Logos Film",8.522,992,19.0736,"Song Joong-ki, Jeon Yeo-been, Ok Taec-yeon","corruption, dark comedy, mafia, lawyer, raised abroad, chaebol",https://image.tmdb.org/t/p/original/dvXJgEDQXhL9Ouot2WkBHpQiHGd.jpg,https://image.tmdb.org/t/p/original/sf7NCqyVUNoyjYuwW5oJke1T1lH.jpg
229915,Night Has Come,밤이 되었습니다,"Trapped in a deadly cursed Mafia game, the students of Yoo-il High must play the game to survive while unraveling the mysteries behind the curse.",2023-12-04,2023-12-21,Ended,1,12.0,35.0,"Drama, Mystery",KR,ko,U+ Mobile TV,"STUDIO X+U, EO Contents Group",7.7,93,16.181,"Lee Jae-in, Kim Woo-seok, Choi Ye-bin","high school, game, high school student, mysterious death, night games, horror, deciding vote, mafia game, kampus",https://image.tmdb.org/t/p/original/ah8TT3algh20oiQUWUgxbqX35bn.jpg,https://image.tmdb.org/t/p/original/w5ICY18bp2i8vvXeHYL2jkuSvoD.jpg
67915,Goblin,쓸쓸하고 찬란하神-도깨비,"In his quest for a bride to break his immortal curse, a 939-year-old guardian of souls meets a grim reaper and a sprightly student with a tragic past.",2016-12-02,2017-01-21,Ended,1,16.0,77.0,"Drama, Sci-Fi & Fantasy, Comedy",KR,ko,tvN,"Hwa&Dam Pictures, Studio Dragon",8.6,2904,16.3266,"Gong Yoo, Kim Go-eun, Lee Dong-wook","suicide, poison, child abuse, regret, soulmates, depression, jealousy, grandparent grandchild relationship, general, self sacrifice, amnesia, telepathy, kidnapping, queen, precognition, forgiveness, teleportation, immortality, telekinesis, reincarnation, marriage, friendship, supernatural, afterlife, high school, love-hate relationship, revenge, murder, romance, flashback, royalty, loneliness, family relationships, swordsman, tragedy, fate, punishment, disappearance, grim reaper, aunt niece relationship, best friend, bromance, historical fiction, orphan, wedding, car accident, king, older man younger woman relationship, historical, super power, tragic past, second chance, death, heartbreak, mental illness, hypnotism, tearjerker, first love, ghost, healing power, uncle nephew relationship, star crossed lovers, graduate, hidden identity, goblin, invisibility, rich man poor woman, past life, rich man, supernatural phenomena, death of wife, life lessons, interspecies romance, deity, immortal, cohabitation, life or death, mother daughter relationship, time skip, goryeo dynasty, supernatural being, supernatural power, age-gap relationship, secondary couple, slow burn romance, enemies to lovers, hidden past, lovers separated, student, memory eraser, heartfelt, part-time worker, elemental powers, time manipulation, meet again, sismance, family pressure, enemies to friends, contract relationship",https://image.tmdb.org/t/p/original/sPkxHNw5BFvuCFGWw825TS7n6X3.jpg,https://image.tmdb.org/t/p/original/smSbK5cd8T9XHcxEUcems23BDEF.jpg
215720,Queen of Tears,눈물의 여왕,The queen of department stores and the prince of supermarkets weather a marital crisis—until love miraculously begins to bloom again.,2024-03-09,2024-04-28,Ended,1,16.0,,"Drama, Comedy",KR,ko,tvN,"Culture Depot, Studio Dragon, Show Runners",8.345,384,16.1978,"Kim Soo-hyun, Kim Ji-won, Park Sung-hoon","romance, slice of life, rich, illness, married life, married man, rich family, loving, chaebol, second chance romance, black comedy",https://image.tmdb.org/t/p/original/7ZXLZ3KYL3IVvsSHBZaHjcNQzNU.jpg,https://image.tmdb.org/t/p/original/wcP3FsRLog4GNEs9PFrDKKQdcof.jpg
198243,아들 녀석들,아들 녀석들,,2012-09-22,2013-03-10,Returning Series,1,50.0,,"Comedy, Drama",KR,ko,MBC,,0.0,0,16.1492,"Myung Se-bin, Seo In-guk, Ryu Soo-young","infidelity, unrequited love, family relationships, car accident, older man younger woman relationship, multi generational",https://image.tmdb.org/t/p/original/1I0jTsYVJl61QKlgFR87isIchsc.jpg,
77284,Tempted,위대한 유혹자,Love is just a game for a chaebol heir who agrees to a petty bet with his friends to seduce a college student — until he starts to fall for her.,2018-03-12,2018-05-01,Ended,1,32.0,35.0,Drama,KR,ko,MBC,Bon Factory,7.009,55,17.0815,"Woo Do-hwan, JOY, Mun Ka-young","love triangle, based on novel or book, seduction, lover, friendship, revenge, romance, betrayal, second chance, heir, chaebol",https://image.tmdb.org/t/p/original/asRKD4SlynwMgvl9XXasNoktZoP.jpg,https://image.tmdb.org/t/p/original/uiVNZz9qSpNf6iGCznIPpAefijV.jpg
64770,Potato Star 2013QR3,감자별 2013QR3,"A mysterious asteroid crash-lands on Earth in 2013 and causes all sorts of weird things to start happening, specifically to the Noh family and their neighbors.",2013-09-23,2014-05-15,Ended,1,120.0,,"Comedy, Drama, Family, Romance, Sci-Fi & Fantasy",KR,ko,tvN,"Chorokbaem Media, Studio Dragon",7.0,2,17.671,"Noh Joo-hyun, Mina Fujii, Jung Hye-sung","family, rich man poor woman, sitcom",https://image.tmdb.org/t/p/original/8HLs1vyor0iHcKKHosrtxWfG8LL.jpg,https://image.tmdb.org/t/p/original/6h8T2K0a5smf7x5KzYpqDcAcw3d.jpg
224819,Dear Hongrang,탄금,"When a long-missing heir returns with lost memories, love and suspicion entwine. Is he truly Hongrang, or a stranger disturbing hearts and family ties?",2025-05-16,2025-05-16,Ended,1,11.0,65.0,"Drama, Mystery",KR,ko,Netflix,Acemaker Movieworks,6.75,32,15.1149,"Lee Jae-wook, Cho Bo-ah, Jung Ga-ram","based on novel or book, romance, mysterious, joseon dynasty (1392–1910), dear hongrang 2025, dear hongrang movie",https://image.tmdb.org/t/p/original/mWGil4jL1jaCoZkZuaNThh0aoVC.jpg,https://image.tmdb.org/t/p/original/mrofWp3zypeH2Et5YuvwfMFe0ZK.jpg
83893,KBS Drama Special,KBS 드라마 스페셜,"Forget the existing one-act dramas! Short but impactive! KBS Drama Special presents high quality single episode dramas. Dramas are the broadcast content with the widest public appeal. KBS Drama Special will produce short dramas of far-reaching impact involving at times a serious social message, unique emotions or perspectives. It will stay abreast of modern viewership.",2010-05-15,2024-12-10,Returning Series,15,220.0,70.0,Drama,KR,ko,KBS2,KBS,7.4,5,18.8694,,,https://image.tmdb.org/t/p/original/9nRwFvAs5toFtkLEzffqu39Fw7m.jpg,https://image.tmdb.org/t/p/original/gmNtsz7MJ3IQoCFt8ymGNDfipfm.jpg
233090,The Third Marriage,세 번째 결혼,Love and marriage bloom in a game of truth with a woman who lives a fake life and a woman who tries to reveal it.,2023-10-23,2024-05-02,Ended,1,132.0,,Drama,KR,ko,MBC,MBC C&I,5.8,4,15.7141,"Oh Seung-ah, Yoon Sun-woo, Yoon Hae-young","telenovela, chaebol",https://image.tmdb.org/t/p/original/mRP8Ehrfe1X2eoOBxK24ZGQv4gn.jpg,https://image.tmdb.org/t/p/original/vqlsnDsDb2izWcMNLXRyuU81CEm.jpg
